s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0162786E+000, 1.1028107E-001, 1.1028107E-001, 1.0000000E+000
 2.0233914E+000, 6.1525811E-002, 6.1525811E-002, 1.0000000E+000
 3.0013035E+000, 5.0592009E-002, 5.0592009E-002, 1.0000000E+000
 4.0117748E+000, 6.0194245E-002, 6.0194245E-002, 1.0000000E+000
 5.0040135E+000, 3.9490025E-002, 3.9490025E-002, 1.0000000E+000
 6.0006813E+000, 3.6229044E-002, 3.6229044E-002, 1.0000000E+000
 7.0049143E+000, 6.0843593E-002, 6.0843593E-002, 1.0000000E+000
 8.0053330E+000, 6.6974682E-002, 6.6974682E-002, 1.0000000E+000
 9.0046059E+000, 9.2953076E-002, 9.2953076E-002, 1.0000000E+000
 1.0003133E+001, 1.1322943E-001, 1.1322943E-001, 1.0000000E+000
 1.1004904E+001, 1.2069099E-001, 1.2069099E-001, 1.0000000E+000
 1.2000908E+001, 1.3411939E-001, 1.3411939E-001, 1.0000000E+000
 1.3005070E+001, 1.5997808E-001, 1.5997808E-001, 1.0000000E+000
 1.4002599E+001, 1.6880051E-001, 1.6880051E-001, 1.0000000E+000
 1.5002131E+001, 1.8716432E-001, 1.8716432E-001, 1.0000000E+000
 1.6001065E+001, 2.4129831E-001, 2.4129831E-001, 1.0000000E+000
 1.7000118E+001, 2.6847345E-001, 2.6847345E-001, 1.0000000E+000
 1.8003680E+001, 3.1849971E-001, 3.1849971E-001, 1.0000000E+000
 1.9004728E+001, 3.7509856E-001, 3.7509856E-001, 1.0000000E+000
 2.0002114E+001, 4.3928601E-001, 4.3928601E-001, 1.0000000E+000
 2.1002207E+001, 4.8447014E-001, 4.8447014E-001, 1.0000000E+000
 2.2004402E+001, 5.2070808E-001, 5.2070808E-001, 1.0000000E+000
 2.3004027E+001, 5.4881141E-001, 5.4881141E-001, 1.0000000E+000
 2.4004551E+001, 5.8805525E-001, 5.8805525E-001, 1.0000000E+000
 2.5005689E+001, 6.6714674E-001, 6.6714674E-001, 1.0000000E+000
 2.6004982E+001, 6.9095061E-001, 6.9095061E-001, 1.0000000E+000
 2.7000155E+001, 7.1851813E-001, 7.1851813E-001, 1.0000000E+000
 2.8003989E+001, 7.7398880E-001, 7.7398880E-001, 1.0000000E+000
 2.9001001E+001, 8.3671294E-001, 8.3671294E-001, 1.0000000E+000
 3.0000097E+001, 9.2670593E-001, 9.2670593E-001, 1.0000000E+000
 3.1005413E+001, 9.4848264E-001, 9.4848264E-001, 1.0000000E+000
