s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0025985E+000, 6.7816241E-002, 6.7816241E-002, 1.0000000E+000
 2.0049632E+000, 7.2377365E-002, 7.2377365E-002, 1.0000000E+000
 3.0028939E+000, 6.6207454E-002, 6.6207454E-002, 1.0000000E+000
 4.0043534E+000, 7.1784745E-002, 7.1784745E-002, 1.0000000E+000
 5.0071098E+000, 6.4408620E-002, 6.4408620E-002, 1.0000000E+000
 6.0034757E+000, 5.0323042E-002, 5.0323042E-002, 1.0000000E+000
 7.0026709E+000, 7.3518557E-002, 7.3518557E-002, 1.0000000E+000
 8.0032760E+000, 1.0502849E-001, 1.0502849E-001, 1.0000000E+000
 9.0015635E+000, 1.2770006E-001, 1.2770006E-001, 1.0000000E+000
 1.0000289E+001, 1.5762056E-001, 1.5762056E-001, 1.0000000E+000
 1.1005202E+001, 1.7879200E-001, 1.7879200E-001, 1.0000000E+000
 1.2001691E+001, 2.1387337E-001, 2.1387337E-001, 1.0000000E+000
 1.3001348E+001, 2.5461378E-001, 2.5461378E-001, 1.0000000E+000
 1.4005252E+001, 2.9916012E-001, 2.9916012E-001, 1.0000000E+000
 1.5004530E+001, 3.4055486E-001, 3.4055486E-001, 1.0000000E+000
 1.6005995E+001, 3.7577541E-001, 3.7577541E-001, 1.0000000E+000
 1.7006198E+001, 4.0694912E-001, 4.0694912E-001, 1.0000000E+000
 1.8000028E+001, 4.4804861E-001, 4.4804861E-001, 1.0000000E+000
 1.9004069E+001, 4.7868669E-001, 4.7868669E-001, 1.0000000E+000
 2.0003694E+001, 5.0800016E-001, 5.0800016E-001, 1.0000000E+000
 2.1004840E+001, 5.4736290E-001, 5.4736290E-001, 1.0000000E+000
 2.2004251E+001, 5.8226056E-001, 5.8226056E-001, 1.0000000E+000
 2.3000297E+001, 6.0792218E-001, 6.0792218E-001, 1.0000000E+000
 2.4002060E+001, 6.4714952E-001, 6.4714952E-001, 1.0000000E+000
 2.5003097E+001, 6.7140343E-001, 6.7140343E-001, 1.0000000E+000
 2.6002811E+001, 7.0531634E-001, 7.0531634E-001, 1.0000000E+000
 2.7004937E+001, 7.3557187E-001, 7.3557187E-001, 1.0000000E+000
 2.8003873E+001, 7.6003906E-001, 7.6003906E-001, 1.0000000E+000
 2.9001148E+001, 7.9538926E-001, 7.9538926E-001, 1.0000000E+000
 3.0001540E+001, 8.2120772E-001, 8.2120772E-001, 1.0000000E+000
 3.1003438E+001, 8.5388373E-001, 8.5388373E-001, 1.0000000E+000
