s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0004189E+000, 1.6035026E-001, 1.6035026E-001, 1.0000000E+000
 2.0105081E+000, 7.3951442E-002, 7.3951442E-002, 1.0000000E+000
 3.0089760E+000, 4.2949547E-002, 4.2949547E-002, 1.0000000E+000
 4.0001270E+000, 3.1631214E-002, 3.1631214E-002, 1.0000000E+000
 5.0064496E+000, 2.7413188E-002, 2.7413188E-002, 1.0000000E+000
 6.0079535E+000, 3.0114668E-002, 3.0114668E-002, 1.0000000E+000
 7.0009409E+000, 5.1386701E-002, 5.1386701E-002, 1.0000000E+000
 8.0034932E+000, 3.5056034E-002, 3.5056034E-002, 1.0000000E+000
 9.0028331E+000, 2.8693459E-002, 2.8693459E-002, 1.0000000E+000
 1.0003341E+001, 2.6355311E-002, 2.6355311E-002, 1.0000000E+000
 1.1000852E+001, 2.5498904E-002, 2.5498904E-002, 1.0000000E+000
 1.2001050E+001, 3.8205499E-002, 3.8205499E-002, 1.0000000E+000
 1.3002606E+001, 6.1511823E-002, 6.1511823E-002, 1.0000000E+000
 1.4000419E+001, 8.7354730E-002, 8.7354730E-002, 1.0000000E+000
 1.5001349E+001, 1.1119270E-001, 1.1119270E-001, 1.0000000E+000
 1.6001957E+001, 1.1993482E-001, 1.1993482E-001, 1.0000000E+000
 1.7002742E+001, 1.4978510E-001, 1.4978510E-001, 1.0000000E+000
 1.8003480E+001, 1.6575069E-001, 1.6575069E-001, 1.0000000E+000
 1.9002432E+001, 1.8212163E-001, 1.8212163E-001, 1.0000000E+000
 2.0004224E+001, 2.0928836E-001, 2.0928836E-001, 1.0000000E+000
 2.1003158E+001, 2.3060581E-001, 2.3060581E-001, 1.0000000E+000
 2.2001007E+001, 2.5549137E-001, 2.5549137E-001, 1.0000000E+000
 2.3001961E+001, 2.7087938E-001, 2.7087938E-001, 1.0000000E+000
 2.4001782E+001, 2.9321058E-001, 2.9321058E-001, 1.0000000E+000
 2.5003598E+001, 3.1334986E-001, 3.1334986E-001, 1.0000000E+000
 2.6001750E+001, 3.2214078E-001, 3.2214078E-001, 1.0000000E+000
 2.7000125E+001, 3.5548961E-001, 3.5548961E-001, 1.0000000E+000
 2.8003183E+001, 3.6863649E-001, 3.6863649E-001, 1.0000000E+000
 2.9002466E+001, 3.9967687E-001, 3.9967687E-001, 1.0000000E+000
 3.0003439E+001, 4.1571155E-001, 4.1571155E-001, 1.0000000E+000
 3.1000817E+001, 4.2536189E-001, 4.2536189E-001, 1.0000000E+000
