s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0110433E+000, 6.3292936E-002, 6.3292936E-002, 1.0000000E+000
 2.0004920E+000, 3.9117122E-002, 3.9117122E-002, 1.0000000E+000
 3.0017006E+000, 3.1640285E-002, 3.1640285E-002, 1.0000000E+000
 4.0093735E+000, 2.9463088E-002, 2.9463088E-002, 1.0000000E+000
 5.0054191E+000, 2.6640453E-002, 2.6640453E-002, 1.0000000E+000
 6.0007361E+000, 3.3868105E-002, 3.3868105E-002, 1.0000000E+000
 7.0042203E+000, 5.9969169E-002, 5.9969169E-002, 1.0000000E+000
 8.0059971E+000, 9.1820149E-002, 9.1820149E-002, 1.0000000E+000
 9.0069731E+000, 1.1284703E-001, 1.1284703E-001, 1.0000000E+000
 1.0005012E+001, 1.2053473E-001, 1.2053473E-001, 1.0000000E+000
 1.1000091E+001, 1.4496064E-001, 1.4496064E-001, 1.0000000E+000
 1.2003144E+001, 1.8018447E-001, 1.8018447E-001, 1.0000000E+000
 1.3001527E+001, 2.1335752E-001, 2.1335752E-001, 1.0000000E+000
 1.4000107E+001, 2.5234725E-001, 2.5234725E-001, 1.0000000E+000
 1.5000953E+001, 2.9271568E-001, 2.9271568E-001, 1.0000000E+000
 1.6005237E+001, 3.2705746E-001, 3.2705746E-001, 1.0000000E+000
 1.7001845E+001, 3.5735310E-001, 3.5735310E-001, 1.0000000E+000
 1.8003535E+001, 3.9773608E-001, 3.9773608E-001, 1.0000000E+000
 1.9002630E+001, 4.3113817E-001, 4.3113817E-001, 1.0000000E+000
 2.0004669E+001, 4.5893913E-001, 4.5893913E-001, 1.0000000E+000
 2.1002472E+001, 4.9747913E-001, 4.9747913E-001, 1.0000000E+000
 2.2002953E+001, 5.2969904E-001, 5.2969904E-001, 1.0000000E+000
 2.3002037E+001, 5.5836194E-001, 5.5836194E-001, 1.0000000E+000
 2.4004416E+001, 5.9507463E-001, 5.9507463E-001, 1.0000000E+000
 2.5002779E+001, 6.2163103E-001, 6.2163103E-001, 1.0000000E+000
 2.6000256E+001, 6.5536374E-001, 6.5536374E-001, 1.0000000E+000
 2.7003802E+001, 6.9488529E-001, 6.9488529E-001, 1.0000000E+000
 2.8002155E+001, 7.2598461E-001, 7.2598461E-001, 1.0000000E+000
 2.9001028E+001, 7.5289000E-001, 7.5289000E-001, 1.0000000E+000
 3.0000734E+001, 7.8668531E-001, 7.8668531E-001, 1.0000000E+000
 3.1001644E+001, 8.2495302E-001, 8.2495302E-001, 1.0000000E+000
