s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0152385E+000, 1.2010599E-001, 1.2010599E-001, 1.0000000E+000
 2.0048934E+000, 9.2870113E-002, 9.2870113E-002, 1.0000000E+000
 3.0050385E+000, 7.8850387E-002, 7.8850387E-002, 1.0000000E+000
 4.0034041E+000, 7.6407831E-002, 7.6407831E-002, 1.0000000E+000
 5.0099475E+000, 7.5510862E-002, 7.5510862E-002, 1.0000000E+000
 6.0003202E+000, 7.5188604E-002, 7.5188604E-002, 1.0000000E+000
 7.0020826E+000, 7.5068961E-002, 7.5068961E-002, 1.0000000E+000
 8.0043985E+000, 7.5025203E-002, 7.5025203E-002, 1.0000000E+000
 9.0020304E+000, 8.2499993E-002, 8.2499993E-002, 1.0000000E+000
 1.0001873E+001, 9.5051192E-002, 9.5051192E-002, 1.0000000E+000
 1.1001963E+001, 1.4573156E-001, 1.4573156E-001, 1.0000000E+000
 1.2005183E+001, 2.1751953E-001, 2.1751953E-001, 1.0000000E+000
 1.3006620E+001, 2.7967692E-001, 2.7967692E-001, 1.0000000E+000
 1.4000023E+001, 3.3706657E-001, 3.3706657E-001, 1.0000000E+000
 1.5002953E+001, 4.0219914E-001, 4.0219914E-001, 1.0000000E+000
 1.6004302E+001, 4.6409272E-001, 4.6409272E-001, 1.0000000E+000
 1.7002597E+001, 5.2384807E-001, 5.2384807E-001, 1.0000000E+000
 1.8003211E+001, 5.8214109E-001, 5.8214109E-001, 1.0000000E+000
 1.9005145E+001, 6.4217869E-001, 6.4217869E-001, 1.0000000E+000
 2.0003337E+001, 7.0441759E-001, 7.0441759E-001, 1.0000000E+000
 2.1004826E+001, 7.6588718E-001, 7.6588718E-001, 1.0000000E+000
 2.2000634E+001, 8.2607007E-001, 8.2607007E-001, 1.0000000E+000
 2.3004094E+001, 8.8496408E-001, 8.8496408E-001, 1.0000000E+000
 2.4003820E+001, 9.4804850E-001, 9.4804850E-001, 1.0000000E+000
 2.5005198E+001, 1.0143125E+000, 1.0143125E+000, 1.0000000E+000
 2.6000051E+001, 1.0778771E+000, 1.0778771E+000, 1.0000000E+000
 2.7004554E+001, 1.1363727E+000, 1.1363727E+000, 1.0000000E+000
 2.8005807E+001, 1.1943542E+000, 1.1943542E+000, 1.0000000E+000
 2.9001733E+001, 1.2502698E+000, 1.2502698E+000, 1.0000000E+000
 3.0003933E+001, 1.3152803E+000, 1.3152803E+000, 1.0000000E+000
 3.1000895E+001, 1.3862718E+000, 1.3862718E+000, 1.0000000E+000
