s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0098645E+000, 4.5550185E-002, 4.5550185E-002, 1.0000000E+000
 2.0061237E+000, 3.2541254E-002, 3.2541254E-002, 1.0000000E+000
 3.0054814E+000, 2.7759716E-002, 2.7759716E-002, 1.0000000E+000
 4.0000615E+000, 2.6014507E-002, 2.6014507E-002, 1.0000000E+000
 5.0010863E+000, 2.5370498E-002, 2.5370498E-002, 1.0000000E+000
 6.0016530E+000, 2.5135303E-002, 2.5135303E-002, 1.0000000E+000
 7.0055733E+000, 2.5049360E-002, 2.5049360E-002, 1.0000000E+000
 8.0046142E+000, 2.5018081E-002, 2.5018081E-002, 1.0000000E+000
 9.0039754E+000, 2.5006616E-002, 2.5006616E-002, 1.0000000E+000
 1.0004675E+001, 2.5002418E-002, 2.5002418E-002, 1.0000000E+000
 1.1002177E+001, 2.5000888E-002, 2.5000888E-002, 1.0000000E+000
 1.2002858E+001, 2.5000325E-002, 2.5000325E-002, 1.0000000E+000
 1.3002156E+001, 2.5000119E-002, 2.5000119E-002, 1.0000000E+000
 1.4003019E+001, 2.5000044E-002, 2.5000044E-002, 1.0000000E+000
 1.5004517E+001, 2.5000016E-002, 2.5000016E-002, 1.0000000E+000
 1.6006235E+001, 2.5000006E-002, 2.5000006E-002, 1.0000000E+000
 1.7006905E+001, 2.5000002E-002, 2.5000002E-002, 1.0000000E+000
 1.8003368E+001, 2.5000001E-002, 2.5000001E-002, 1.0000000E+000
 1.9006013E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.0006110E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.1005398E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.2000458E+001, 5.5918159E-002, 5.5918159E-002, 1.0000000E+000
 2.3000463E+001, 6.8001929E-002, 6.8001929E-002, 1.0000000E+000
 2.4001916E+001, 7.2437765E-002, 7.2437765E-002, 1.0000000E+000
 2.5001941E+001, 7.4061119E-002, 7.4061119E-002, 1.0000000E+000
 2.6006069E+001, 7.4657286E-002, 7.4657286E-002, 1.0000000E+000
 2.7001323E+001, 7.4873752E-002, 7.4873752E-002, 1.0000000E+000
 2.8002489E+001, 9.1019536E-002, 9.1019536E-002, 1.0000000E+000
 2.9002995E+001, 1.1254346E-001, 1.1254346E-001, 1.0000000E+000
 3.0005739E+001, 1.2044456E-001, 1.2044456E-001, 1.0000000E+000
 3.1001278E+001, 1.2332362E-001, 1.2332362E-001, 1.0000000E+000
