s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0132884E+000, 1.0590128E-001, 1.0590128E-001, 1.0000000E+000
 2.0099717E+000, 8.6316276E-002, 8.6316276E-002, 1.0000000E+000
 3.0123489E+000, 7.9122718E-002, 7.9122718E-002, 1.0000000E+000
 4.0019129E+000, 7.6522059E-002, 7.6522059E-002, 1.0000000E+000
 5.0031455E+000, 7.5555584E-002, 7.5555584E-002, 1.0000000E+000
 6.0060652E+000, 7.5202568E-002, 7.5202568E-002, 1.0000000E+000
 7.0062414E+000, 7.5074204E-002, 7.5074204E-002, 1.0000000E+000
 8.0056844E+000, 7.5027219E-002, 7.5027219E-002, 1.0000000E+000
 9.0041452E+000, 9.5685338E-002, 9.5685338E-002, 1.0000000E+000
 1.0004350E+001, 1.0559634E-001, 1.0559634E-001, 1.0000000E+000
 1.1005960E+001, 1.3496662E-001, 1.3496662E-001, 1.0000000E+000
 1.2005380E+001, 1.6476125E-001, 1.6476125E-001, 1.0000000E+000
 1.3002991E+001, 2.0286160E-001, 2.0286160E-001, 1.0000000E+000
 1.4003073E+001, 2.4314099E-001, 2.4314099E-001, 1.0000000E+000
 1.5006640E+001, 2.8665641E-001, 2.8665641E-001, 1.0000000E+000
 1.6003451E+001, 3.2495493E-001, 3.2495493E-001, 1.0000000E+000
 1.7004868E+001, 3.5747466E-001, 3.5747466E-001, 1.0000000E+000
 1.8004171E+001, 4.0021429E-001, 4.0021429E-001, 1.0000000E+000
 1.9005112E+001, 4.3863456E-001, 4.3863456E-001, 1.0000000E+000
 2.0000943E+001, 4.6851865E-001, 4.6851865E-001, 1.0000000E+000
 2.1000399E+001, 5.0427368E-001, 5.0427368E-001, 1.0000000E+000
 2.2000967E+001, 5.3983746E-001, 5.3983746E-001, 1.0000000E+000
 2.3005454E+001, 5.6512078E-001, 5.6512078E-001, 1.0000000E+000
 2.4004022E+001, 6.0300284E-001, 6.0300284E-001, 1.0000000E+000
 2.5004321E+001, 6.3360574E-001, 6.3360574E-001, 1.0000000E+000
 2.6002778E+001, 6.6171060E-001, 6.6171060E-001, 1.0000000E+000
 2.7000526E+001, 7.0173293E-001, 7.0173293E-001, 1.0000000E+000
 2.8001559E+001, 7.3330225E-001, 7.3330225E-001, 1.0000000E+000
 2.9001403E+001, 7.6885606E-001, 7.6885606E-001, 1.0000000E+000
 3.0001548E+001, 7.9975949E-001, 7.9975949E-001, 1.0000000E+000
 3.1003677E+001, 8.3811108E-001, 8.3811108E-001, 1.0000000E+000
