s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0015589E+000, 4.5569476E-002, 4.5569476E-002, 1.0000000E+000
 2.0001190E+000, 3.2515311E-002, 3.2515311E-002, 1.0000000E+000
 3.0068449E+000, 2.7726195E-002, 2.7726195E-002, 1.0000000E+000
 4.0135709E+000, 2.5988933E-002, 2.5988933E-002, 1.0000000E+000
 5.0039038E+000, 2.5364922E-002, 2.5364922E-002, 1.0000000E+000
 6.0112792E+000, 2.5132351E-002, 2.5132351E-002, 1.0000000E+000
 7.0010079E+000, 2.5048887E-002, 2.5048887E-002, 1.0000000E+000
 8.0030355E+000, 2.5017874E-002, 2.5017874E-002, 1.0000000E+000
 9.0002560E+000, 2.5006567E-002, 2.5006567E-002, 1.0000000E+000
 1.0000215E+001, 2.5002407E-002, 2.5002407E-002, 1.0000000E+000
 1.1000529E+001, 2.5000882E-002, 2.5000882E-002, 1.0000000E+000
 1.2001701E+001, 2.5000323E-002, 2.5000323E-002, 1.0000000E+000
 1.3002530E+001, 4.9608915E-002, 4.9608915E-002, 1.0000000E+000
 1.4003699E+001, 6.5698709E-002, 6.5698709E-002, 1.0000000E+000
 1.5000511E+001, 7.1578530E-002, 7.1578530E-002, 1.0000000E+000
 1.6002690E+001, 7.3748618E-002, 7.3748618E-002, 1.0000000E+000
 1.7004382E+001, 7.4541849E-002, 7.4541849E-002, 1.0000000E+000
 1.8005566E+001, 9.5907111E-002, 9.5907111E-002, 1.0000000E+000
 1.9000475E+001, 1.1428147E-001, 1.1428147E-001, 1.0000000E+000
 2.0002298E+001, 1.2107892E-001, 1.2107892E-001, 1.0000000E+000
 2.1004938E+001, 1.2356622E-001, 1.2356622E-001, 1.0000000E+000
 2.2002202E+001, 1.2447278E-001, 1.2447278E-001, 1.0000000E+000
 2.3000367E+001, 1.4038965E-001, 1.4038965E-001, 1.0000000E+000
 2.4003827E+001, 1.6235627E-001, 1.6235627E-001, 1.0000000E+000
 2.5001001E+001, 1.7035106E-001, 1.7035106E-001, 1.0000000E+000
 2.6004471E+001, 1.7330067E-001, 1.7330067E-001, 1.0000000E+000
 2.7005155E+001, 1.9980094E-001, 1.9980094E-001, 1.0000000E+000
 2.8005918E+001, 2.1577198E-001, 2.1577198E-001, 1.0000000E+000
 2.9005490E+001, 2.2161450E-001, 2.2161450E-001, 1.0000000E+000
 3.0000108E+001, 2.2375150E-001, 2.2375150E-001, 1.0000000E+000
 3.1004377E+001, 2.5051482E-001, 2.5051482E-001, 1.0000000E+000
