s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0052286E+000, 8.2518090E-002, 8.2518090E-002, 1.0000000E+000
 2.0066375E+000, 7.5693962E-002, 7.5693962E-002, 1.0000000E+000
 3.0080464E+000, 4.3524284E-002, 4.3524284E-002, 1.0000000E+000
 4.0094553E+000, 3.3224383E-002, 3.3224383E-002, 1.0000000E+000
 5.0003230E+000, 4.0284028E-002, 4.0284028E-002, 1.0000000E+000
 6.0032442E+000, 3.8154302E-002, 3.8154302E-002, 1.0000000E+000
 7.0015746E+000, 3.0926100E-002, 3.0926100E-002, 1.0000000E+000
 8.0086544E+000, 2.8385988E-002, 2.8385988E-002, 1.0000000E+000
 9.0100264E+000, 2.7643495E-002, 2.7643495E-002, 1.0000000E+000
 1.0007354E+001, 2.5969905E-002, 2.5969905E-002, 1.0000000E+000
 1.1001575E+001, 2.5357180E-002, 2.5357180E-002, 1.0000000E+000
 1.2004656E+001, 5.4646216E-002, 5.4646216E-002, 1.0000000E+000
 1.3001955E+001, 7.3780785E-002, 7.3780785E-002, 1.0000000E+000
 1.4001123E+001, 1.0015485E-001, 1.0015485E-001, 1.0000000E+000
 1.5006836E+001, 1.4149189E-001, 1.4149189E-001, 1.0000000E+000
 1.6001605E+001, 1.3246405E-001, 1.3246405E-001, 1.0000000E+000
 1.7000731E+001, 1.6790006E-001, 1.6790006E-001, 1.0000000E+000
 1.8004314E+001, 2.2287371E-001, 2.2287371E-001, 1.0000000E+000
 1.9003345E+001, 2.3150188E-001, 2.3150188E-001, 1.0000000E+000
 2.0001985E+001, 2.8221727E-001, 2.8221727E-001, 1.0000000E+000
 2.1000193E+001, 3.4889890E-001, 3.4889890E-001, 1.0000000E+000
 2.2002214E+001, 3.1710959E-001, 3.1710959E-001, 1.0000000E+000
 2.3001131E+001, 4.1699010E-001, 4.1699010E-001, 1.0000000E+000
 2.4002887E+001, 4.8271773E-001, 4.8271773E-001, 1.0000000E+000
 2.5000852E+001, 5.3371393E-001, 5.3371393E-001, 1.0000000E+000
 2.6003054E+001, 5.5572449E-001, 5.5572449E-001, 1.0000000E+000
 2.7004120E+001, 5.9409698E-001, 5.9409698E-001, 1.0000000E+000
 2.8001264E+001, 6.2428838E-001, 6.2428838E-001, 1.0000000E+000
 2.9004252E+001, 6.6210572E-001, 6.6210572E-001, 1.0000000E+000
 3.0001914E+001, 6.9246958E-001, 6.9246958E-001, 1.0000000E+000
 3.1003678E+001, 7.1962409E-001, 7.1962409E-001, 1.0000000E+000
