s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0025972E+000, 6.7405848E-002, 6.7405848E-002, 1.0000000E+000
 2.0049640E+000, 7.1110573E-002, 7.1110573E-002, 1.0000000E+000
 3.0039796E+000, 6.2936531E-002, 6.2936531E-002, 1.0000000E+000
 4.0013054E+000, 7.0275735E-002, 7.0275735E-002, 1.0000000E+000
 5.0038320E+000, 6.4982254E-002, 6.4982254E-002, 1.0000000E+000
 6.0052995E+000, 4.5836977E-002, 4.5836977E-002, 1.0000000E+000
 7.0040220E+000, 6.4289541E-002, 6.4289541E-002, 1.0000000E+000
 8.0046763E+000, 1.0265490E-001, 1.0265490E-001, 1.0000000E+000
 9.0001772E+000, 1.1676646E-001, 1.1676646E-001, 1.0000000E+000
 1.0000710E+001, 1.5309528E-001, 1.5309528E-001, 1.0000000E+000
 1.1000171E+001, 1.7356699E-001, 1.7356699E-001, 1.0000000E+000
 1.2000071E+001, 2.0765832E-001, 2.0765832E-001, 1.0000000E+000
 1.3000280E+001, 2.5030080E-001, 2.5030080E-001, 1.0000000E+000
 1.4005302E+001, 2.9470786E-001, 2.9470786E-001, 1.0000000E+000
 1.5002449E+001, 3.3401821E-001, 3.3401821E-001, 1.0000000E+000
 1.6000664E+001, 3.6623145E-001, 3.6623145E-001, 1.0000000E+000
 1.7001162E+001, 4.0345109E-001, 4.0345109E-001, 1.0000000E+000
 1.8002381E+001, 4.4020281E-001, 4.4020281E-001, 1.0000000E+000
 1.9005305E+001, 4.6753943E-001, 4.6753943E-001, 1.0000000E+000
 2.0002407E+001, 5.0386505E-001, 5.0386505E-001, 1.0000000E+000
 2.1004660E+001, 5.3337835E-001, 5.3337835E-001, 1.0000000E+000
 2.2001366E+001, 5.6472243E-001, 5.6472243E-001, 1.0000000E+000
 2.3000558E+001, 6.0029705E-001, 6.0029705E-001, 1.0000000E+000
 2.4002843E+001, 6.3357924E-001, 6.3357924E-001, 1.0000000E+000
 2.5000391E+001, 6.5976584E-001, 6.5976584E-001, 1.0000000E+000
 2.6002827E+001, 6.9377740E-001, 6.9377740E-001, 1.0000000E+000
 2.7001138E+001, 7.1766696E-001, 7.1766696E-001, 1.0000000E+000
 2.8003229E+001, 7.5400228E-001, 7.5400228E-001, 1.0000000E+000
 2.9001217E+001, 8.2121890E-001, 8.2121890E-001, 1.0000000E+000
 3.0004657E+001, 8.2853200E-001, 8.2853200E-001, 1.0000000E+000
 3.1002355E+001, 9.1535868E-001, 9.1535868E-001, 1.0000000E+000
