s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0021109E+000, 1.7232895E-001, 1.7232895E-001, 1.0000000E+000
 2.0089980E+000, 8.5257601E-002, 8.5257601E-002, 1.0000000E+000
 3.0048896E+000, 4.7351542E-002, 4.7351542E-002, 1.0000000E+000
 4.0061933E+000, 5.6913977E-002, 5.6913977E-002, 1.0000000E+000
 5.0031323E+000, 6.8344266E-002, 6.8344266E-002, 1.0000000E+000
 6.0043695E+000, 9.1043244E-002, 9.1043244E-002, 1.0000000E+000
 7.0027639E+000, 1.1116823E-001, 1.1116823E-001, 1.0000000E+000
 8.0018513E+000, 1.3136332E-001, 1.3136332E-001, 1.0000000E+000
 9.0034079E+000, 1.3732600E-001, 1.3732600E-001, 1.0000000E+000
 1.0003209E+001, 1.5776564E-001, 1.5776564E-001, 1.0000000E+000
 1.1006155E+001, 2.8227098E-001, 2.8227098E-001, 1.0000000E+000
 1.2007148E+001, 3.9531145E-001, 3.9531145E-001, 1.0000000E+000
 1.3005723E+001, 4.8629544E-001, 4.8629544E-001, 1.0000000E+000
 1.4004717E+001, 5.6736915E-001, 5.6736915E-001, 1.0000000E+000
 1.5002479E+001, 6.5465473E-001, 6.5465473E-001, 1.0000000E+000
 1.6000044E+001, 7.4366532E-001, 7.4366532E-001, 1.0000000E+000
 1.7002974E+001, 8.4081909E-001, 8.4081909E-001, 1.0000000E+000
 1.8000912E+001, 9.3850582E-001, 9.3850582E-001, 1.0000000E+000
 1.9001817E+001, 1.0443238E+000, 1.0443238E+000, 1.0000000E+000
 2.0002158E+001, 1.1401744E+000, 1.1401744E+000, 1.0000000E+000
 2.1002342E+001, 1.2494306E+000, 1.2494306E+000, 1.0000000E+000
 2.2002313E+001, 1.3576598E+000, 1.3576598E+000, 1.0000000E+000
 2.3001632E+001, 1.4679337E+000, 1.4679337E+000, 1.0000000E+000
 2.4005333E+001, 1.5800353E+000, 1.5800353E+000, 1.0000000E+000
 2.5001921E+001, 1.6674216E+000, 1.6674216E+000, 1.0000000E+000
 2.6001215E+001, 1.7610840E+000, 1.7610840E+000, 1.0000000E+000
 2.7004246E+001, 1.8581736E+000, 1.8581736E+000, 1.0000000E+000
 2.8003647E+001, 1.9421816E+000, 1.9421816E+000, 1.0000000E+000
 2.9006821E+001, 2.0350719E+000, 2.0350719E+000, 1.0000000E+000
 3.0003072E+001, 2.1160374E+000, 2.1160374E+000, 1.0000000E+000
 3.1002587E+001, 2.1921415E+000, 2.1921415E+000, 1.0000000E+000
